0 | ethyl alcohol | polar covalent bond | pyruvate | kinetic energy 
12056 | ketone | kinetic energy | water | potential energy 
12056 | ketone | kinetic energy | water | hydrogen-bond 
12057 | ketone | double bond | water | potential energy 
12057 | ketone | double bond | water | hydrogen-bond 
12058 | disaccharide | double bond | GTP | kinetic energy 
12058 | disaccharide | double bond | GTP | double bond 
12058 | disaccharide | double bond | GTP | single bond 
12059 | disaccharide | polar covalent bond | GTP | kinetic energy 
12059 | disaccharide | polar covalent bond | GTP | double bond 
12059 | disaccharide | polar covalent bond | GTP | single bond 
12060 | disaccharide | kinetic energy | GTP | kinetic energy 
12060 | disaccharide | kinetic energy | GTP | double bond 
12060 | disaccharide | kinetic energy | GTP | single bond 
12061 | disaccharide | glycosidic linkage | GTP | kinetic energy 
12061 | disaccharide | glycosidic linkage | GTP | double bond 
12061 | disaccharide | glycosidic linkage | GTP | single bond 
12062 | monosaccharide | double bond | P680 | kinetic energy 
12062 | monosaccharide | double bond | P680 | single bond 
12063 | monosaccharide | polar covalent bond | P680 | kinetic energy 
12063 | monosaccharide | polar covalent bond | P680 | single bond 
12064 | triose | double bond | acidic amino acid | single bond 
12065 | triose | polar covalent bond | acidic amino acid | single bond 
12066 | triose | double bond | ionic compound | ionic attraction 
12067 | triose | polar covalent bond | ionic compound | ionic attraction 
12068 | P700 | single bond | NADPH | kinetic energy 
12069 | motor protein | kinetic energy | oxidoreductase | covalent bond 
12070 | atom | kinetic energy | methane | single bond 
12071 | glycine | nonpolar covalent bond | NADH | kinetic energy 
12072 | glycine | kinetic energy | NADH | kinetic energy 
12073 | glucose | kinetic energy | oxidoreductase | covalent bond 
12074 | glucose | double bond | oxidoreductase | covalent bond 
12075 | glucose | polar covalent bond | oxidoreductase | covalent bond 
12076 | monosaccharide | double bond | NADPH | kinetic energy 
12077 | monosaccharide | polar covalent bond | NADPH | kinetic energy 
12078 | FADH2 | kinetic energy | NADP Plus | kinetic energy 
12079 | unsaturated fat | double bond | nonpolar molecule | covalent bond 
12080 | water molecule | polar covalent bond | carotenoid | chemical bond 
12081 | water molecule | polar covalent bond | carotenoid | chemical bond 
12082 | plant cell | turgor pressure | asparagine | kinetic energy 
12082 | plant cell | turgor pressure | asparagine | single bond 
12083 | hydrophobic amino acid | nonpolar covalent bond | coenzyme A | kinetic energy 
12084 | cellulose | double bond | polysaccharide | double bond 
12084 | cellulose | double bond | polysaccharide | polar covalent bond 
12084 | cellulose | double bond | polysaccharide | kinetic energy 
12084 | cellulose | double bond | polysaccharide | glycosidic linkage 
12085 | cellulose | polar covalent bond | polysaccharide | double bond 
12085 | cellulose | polar covalent bond | polysaccharide | polar covalent bond 
12085 | cellulose | polar covalent bond | polysaccharide | kinetic energy 
12085 | cellulose | polar covalent bond | polysaccharide | glycosidic linkage 
12086 | cellulose | kinetic energy | polysaccharide | double bond 
12086 | cellulose | kinetic energy | polysaccharide | polar covalent bond 
12086 | cellulose | kinetic energy | polysaccharide | kinetic energy 
12086 | cellulose | kinetic energy | polysaccharide | glycosidic linkage 
12090 | AMP | single bond | amphipathic molecule | kinetic energy 
12091 | AMP | double bond | amphipathic molecule | kinetic energy 
12092 | AMP | kinetic energy | amphipathic molecule | kinetic energy 
12093 | PGAP | double bond | carbohydrate side chain | polar covalent bond 
12093 | PGAP | double bond | carbohydrate side chain | double bond 
12093 | PGAP | double bond | carbohydrate side chain | kinetic energy 
12094 | PGAP | single bond | carbohydrate side chain | polar covalent bond 
12094 | PGAP | single bond | carbohydrate side chain | double bond 
12094 | PGAP | single bond | carbohydrate side chain | kinetic energy 
12095 | PGAP | double bond | carbohydrate side chain | polar covalent bond 
12095 | PGAP | double bond | carbohydrate side chain | double bond 
12095 | PGAP | double bond | carbohydrate side chain | kinetic energy 
12096 | PGAP | kinetic energy | carbohydrate side chain | polar covalent bond 
12096 | PGAP | kinetic energy | carbohydrate side chain | double bond 
12096 | PGAP | kinetic energy | carbohydrate side chain | kinetic energy 
12097 | storage polysaccharide | kinetic energy | integral protein | kinetic energy 
12098 | storage polysaccharide | polar covalent bond | integral protein | kinetic energy 
12099 | storage polysaccharide | double bond | integral protein | kinetic energy 
12100 | water molecule | polar covalent bond | cytochrome | kinetic energy 
12101 | water molecule | polar covalent bond | cytochrome | kinetic energy 
12102 | carbon dioxide | polar covalent bond | acetyl CoA | double bond 
12102 | carbon dioxide | polar covalent bond | acetyl CoA | ester linkage 
12102 | carbon dioxide | polar covalent bond | acetyl CoA | kinetic energy 
12103 | carbon dioxide | double bond | acetyl CoA | double bond 
12103 | carbon dioxide | double bond | acetyl CoA | ester linkage 
12103 | carbon dioxide | double bond | acetyl CoA | kinetic energy 
12104 | disaccharide | double bond | FADH2 | kinetic energy 
12105 | disaccharide | polar covalent bond | FADH2 | kinetic energy 
12106 | disaccharide | kinetic energy | FADH2 | kinetic energy 
12107 | disaccharide | glycosidic linkage | FADH2 | kinetic energy 
12108 | tubulin | kinetic energy | polysaccharide | double bond 
12108 | tubulin | kinetic energy | polysaccharide | polar covalent bond 
12108 | tubulin | kinetic energy | polysaccharide | kinetic energy 
12108 | tubulin | kinetic energy | polysaccharide | glycosidic linkage 
12109 | lactic acid | kinetic energy | carotenoid | chemical bond 
12111 | phosphofructokinase | covalent bond | beta tubulin | kinetic energy 
12111 | phosphofructokinase | covalent bond | beta tubulin | peptide linkage 
12112 | phosphofructokinase | kinetic energy | beta tubulin | kinetic energy 
12112 | phosphofructokinase | kinetic energy | beta tubulin | peptide linkage 
12113 | water molecule | polar covalent bond | peripheral protein | kinetic energy 
12114 | water molecule | polar covalent bond | peripheral protein | kinetic energy 
12115 | chlorophyll A | kinetic energy | carbohydrate side chain | polar covalent bond 
12115 | chlorophyll A | kinetic energy | carbohydrate side chain | double bond 
12115 | chlorophyll A | kinetic energy | carbohydrate side chain | kinetic energy 
12116 | chlorophyll A | single bond | carbohydrate side chain | polar covalent bond 
12116 | chlorophyll A | single bond | carbohydrate side chain | double bond 
12116 | chlorophyll A | single bond | carbohydrate side chain | kinetic energy 
12117 | chitin | double bond | gated Channel | kinetic energy 
12117 | chitin | double bond | gated Channel | peptide linkage 
12118 | chitin | kinetic energy | gated Channel | kinetic energy 
12118 | chitin | kinetic energy | gated Channel | peptide linkage 
12119 | chitin | polar covalent bond | gated Channel | kinetic energy 
12119 | chitin | polar covalent bond | gated Channel | peptide linkage 
12120 | protein | peptide linkage | water molecule | polar covalent bond 
12120 | protein | peptide linkage | water molecule | polar covalent bond 
12121 | amylopectin | double bond | lactic acid | kinetic energy 
12122 | oxygen molecule | nonpolar covalent bond | electron | potential energy 
12123 | oxygen molecule | double bond | electron | potential energy 
12124 | chlorophyll B | double bond | plant cell | turgor pressure 
12125 | chlorophyll B | kinetic energy | plant cell | turgor pressure 
12126 | chlorophyll B | single bond | plant cell | turgor pressure 
12127 | water molecule | polar covalent bond | ketone | kinetic energy 
12127 | water molecule | polar covalent bond | ketone | double bond 
12128 | water molecule | polar covalent bond | ketone | kinetic energy 
12128 | water molecule | polar covalent bond | ketone | double bond 
12129 | motor protein | kinetic energy | NADP Plus | kinetic energy 
12130 | PEP carboxylase | kinetic energy | pyruvate | kinetic energy 
12131 | PEP carboxylase | disulfide bond | pyruvate | kinetic energy 
12132 | triose | double bond | oxidoreductase | covalent bond 
12133 | triose | polar covalent bond | oxidoreductase | covalent bond 
12134 | oxidoreductase | covalent bond | P680 | kinetic energy 
12134 | oxidoreductase | covalent bond | P680 | single bond 
12135 | cytochrome | kinetic energy | aspartic acid | single bond 
12135 | cytochrome | kinetic energy | aspartic acid | kinetic energy 
12136 | water molecule | polar covalent bond | protein | peptide linkage 
12137 | water molecule | polar covalent bond | protein | peptide linkage 
12138 | PEP carboxylase | kinetic energy | nonpolar molecule | covalent bond 
12139 | PEP carboxylase | disulfide bond | nonpolar molecule | covalent bond 
12140 | pyruvate | kinetic energy | glycine | nonpolar covalent bond 
12140 | pyruvate | kinetic energy | glycine | kinetic energy 
12141 | intermediate filament | kinetic energy | motor protein | kinetic energy 
12142 | intermediate filament | covalent bond | motor protein | kinetic energy 
12143 | glucose | kinetic energy | acidic amino acid | single bond 
12144 | glucose | double bond | acidic amino acid | single bond 
12145 | glucose | polar covalent bond | acidic amino acid | single bond 
12146 | gradient | potential energy | MRNA | phosphodiester bond 
12146 | gradient | potential energy | MRNA | double bond 
12146 | gradient | potential energy | MRNA | kinetic energy 
12147 | glycoprotein | kinetic energy | hexose | polar covalent bond 
12147 | glycoprotein | kinetic energy | hexose | double bond 
12148 | oxygen molecule | nonpolar covalent bond | alpha tubulin | peptide linkage 
12148 | oxygen molecule | nonpolar covalent bond | alpha tubulin | kinetic energy 
12149 | oxygen molecule | double bond | alpha tubulin | peptide linkage 
12149 | oxygen molecule | double bond | alpha tubulin | kinetic energy 
12150 | 3 phosphoglycerate | kinetic energy | sodium chloride | ionic attraction 
12151 | 3 phosphoglycerate | double bond | sodium chloride | ionic attraction 
12152 | 3 phosphoglycerate | single bond | sodium chloride | ionic attraction 
12153 | 3 phosphoglycerate | double bond | sodium chloride | ionic attraction 
12154 | ribulose bisphosphate | double bond | oxygen molecule | nonpolar covalent bond 
12154 | ribulose bisphosphate | double bond | oxygen molecule | double bond 
12155 | ribulose bisphosphate | polar covalent bond | oxygen molecule | nonpolar covalent bond 
12155 | ribulose bisphosphate | polar covalent bond | oxygen molecule | double bond 
12156 | protein | peptide linkage | hexose | polar covalent bond 
12156 | protein | peptide linkage | hexose | double bond 
12157 | chitin | double bond | ATP | kinetic energy 
12157 | chitin | double bond | ATP | double bond 
12157 | chitin | double bond | ATP | single bond 
12158 | chitin | kinetic energy | ATP | kinetic energy 
12158 | chitin | kinetic energy | ATP | double bond 
12158 | chitin | kinetic energy | ATP | single bond 
12159 | chitin | polar covalent bond | ATP | kinetic energy 
12159 | chitin | polar covalent bond | ATP | double bond 
12159 | chitin | polar covalent bond | ATP | single bond 
12160 | proline | single bond | ketone | kinetic energy 
12160 | proline | single bond | ketone | double bond 
12161 | ketone | kinetic energy | gated Channel | kinetic energy 
12161 | ketone | kinetic energy | gated Channel | peptide linkage 
12162 | ketone | double bond | gated Channel | kinetic energy 
12162 | ketone | double bond | gated Channel | peptide linkage 
12163 | polysaccharide | double bond | unsaturated fatty acid | kinetic energy 
12164 | polysaccharide | polar covalent bond | unsaturated fatty acid | kinetic energy 
12165 | polysaccharide | kinetic energy | unsaturated fatty acid | kinetic energy 
12166 | polysaccharide | glycosidic linkage | unsaturated fatty acid | kinetic energy 
12167 | carrier protein | kinetic energy | carrier protein | kinetic energy 
12167 | carrier protein | kinetic energy | carrier protein | peptide linkage 
12168 | carrier protein | peptide linkage | carrier protein | kinetic energy 
12168 | carrier protein | peptide linkage | carrier protein | peptide linkage 
12169 | starch | kinetic energy | hydrogen ion gradient | proton-motive force 
12170 | starch | double bond | hydrogen ion gradient | proton-motive force 
12171 | amylose | kinetic energy | carrier protein | kinetic energy 
12171 | amylose | kinetic energy | carrier protein | peptide linkage 
12172 | amylose | double bond | carrier protein | kinetic energy 
12172 | amylose | double bond | carrier protein | peptide linkage 
12173 | 3 phosphoglycerate | kinetic energy | amphipathic molecule | kinetic energy 
12174 | 3 phosphoglycerate | double bond | amphipathic molecule | kinetic energy 
12175 | 3 phosphoglycerate | single bond | amphipathic molecule | kinetic energy 
12176 | 3 phosphoglycerate | double bond | amphipathic molecule | kinetic energy 
12177 | water molecule | polar covalent bond | glycine | nonpolar covalent bond 
12177 | water molecule | polar covalent bond | glycine | kinetic energy 
12178 | water molecule | polar covalent bond | glycine | nonpolar covalent bond 
12178 | water molecule | polar covalent bond | glycine | kinetic energy 
12179 | polypeptide | peptide linkage | steroid | kinetic energy 
12180 | atom | kinetic energy | 3 phosphoglycerate | kinetic energy 
12180 | atom | kinetic energy | 3 phosphoglycerate | double bond 
12180 | atom | kinetic energy | 3 phosphoglycerate | single bond 
12180 | atom | kinetic energy | 3 phosphoglycerate | double bond 
12181 | sodium chloride | ionic attraction | ethyl alcohol | polar covalent bond 
12181 | sodium chloride | ionic attraction | ethyl alcohol | polar covalent bond 
12182 | ketone | kinetic energy | ATP | kinetic energy 
12182 | ketone | kinetic energy | ATP | double bond 
12182 | ketone | kinetic energy | ATP | single bond 
12183 | ketone | double bond | ATP | kinetic energy 
12183 | ketone | double bond | ATP | double bond 
12183 | ketone | double bond | ATP | single bond 
12184 | electron | potential energy | hydrophobic amino acid | nonpolar covalent bond 
12185 | chemical bond | chemical energy | hydrogen ion gradient | proton-motive force 
12186 | glycoprotein | kinetic energy | proton pump | single bond 
12186 | glycoprotein | kinetic energy | proton pump | double bond 
12186 | glycoprotein | kinetic energy | proton pump | kinetic energy 
12186 | glycoprotein | kinetic energy | proton pump | peptide linkage 
12187 | cellulose | double bond | polypeptide | peptide linkage 
12188 | cellulose | polar covalent bond | polypeptide | peptide linkage 
12189 | cellulose | kinetic energy | polypeptide | peptide linkage 
12190 | integral protein | kinetic energy | polypeptide | peptide linkage 
12191 | beta tubulin | kinetic energy | carbon dioxide | polar covalent bond 
12191 | beta tubulin | kinetic energy | carbon dioxide | double bond 
12192 | beta tubulin | peptide linkage | carbon dioxide | polar covalent bond 
12192 | beta tubulin | peptide linkage | carbon dioxide | double bond 
12193 | sucrose | kinetic energy | ketone | kinetic energy 
12193 | sucrose | kinetic energy | ketone | double bond 
12194 | sucrose | polar covalent bond | ketone | kinetic energy 
12194 | sucrose | polar covalent bond | ketone | double bond 
12195 | sucrose | double bond | ketone | kinetic energy 
12195 | sucrose | double bond | ketone | double bond 
12196 | peripheral protein | kinetic energy | molecule | kinetic energy 
12196 | peripheral protein | kinetic energy | molecule | chemical bond 
12197 | aldehyde | kinetic energy | cellulose | double bond 
12197 | aldehyde | kinetic energy | cellulose | polar covalent bond 
12197 | aldehyde | kinetic energy | cellulose | kinetic energy 
12198 | phospholipid | kinetic energy | carrier protein | kinetic energy 
12198 | phospholipid | kinetic energy | carrier protein | peptide linkage 
12199 | phospholipid | ester linkage | carrier protein | kinetic energy 
12199 | phospholipid | ester linkage | carrier protein | peptide linkage 
12200 | hydrocarbon molecule | single bond | PEP carboxylase | kinetic energy 
12200 | hydrocarbon molecule | single bond | PEP carboxylase | disulfide bond 
12201 | hydrocarbon molecule | kinetic energy | PEP carboxylase | kinetic energy 
12201 | hydrocarbon molecule | kinetic energy | PEP carboxylase | disulfide bond 
12203 | hydrophobic amino acid | nonpolar covalent bond | hydrophobic amino acid | nonpolar covalent bond 
12204 | 3 phosphoglycerate | kinetic energy | proline | single bond 
12205 | 3 phosphoglycerate | double bond | proline | single bond 
12206 | 3 phosphoglycerate | single bond | proline | single bond 
12207 | 3 phosphoglycerate | double bond | proline | single bond 
12208 | proton pump | single bond | carboxylic acid | kinetic energy 
12209 | proton pump | double bond | carboxylic acid | kinetic energy 
12210 | proton pump | kinetic energy | carboxylic acid | kinetic energy 
12211 | proton pump | peptide linkage | carboxylic acid | kinetic energy 
12212 | lactic acid | kinetic energy | lysosomal enzyme | kinetic energy 
12213 | pyruvate | kinetic energy | hydrophilic amino acid | single bond 
12214 | hydrogen ion gradient | proton-motive force | water molecule | polar covalent bond 
12214 | hydrogen ion gradient | proton-motive force | water molecule | polar covalent bond 
12215 | monosaccharide | double bond | acidic amino acid | single bond 
12216 | monosaccharide | polar covalent bond | acidic amino acid | single bond 
12217 | disaccharide | double bond | glycoprotein | kinetic energy 
12218 | disaccharide | polar covalent bond | glycoprotein | kinetic energy 
12219 | disaccharide | kinetic energy | glycoprotein | kinetic energy 
12220 | disaccharide | glycosidic linkage | glycoprotein | kinetic energy 
12221 | intermediate filament | kinetic energy | proton pump | single bond 
12221 | intermediate filament | kinetic energy | proton pump | double bond 
12221 | intermediate filament | kinetic energy | proton pump | kinetic energy 
12221 | intermediate filament | kinetic energy | proton pump | peptide linkage 
12222 | intermediate filament | covalent bond | proton pump | single bond 
12222 | intermediate filament | covalent bond | proton pump | double bond 
12222 | intermediate filament | covalent bond | proton pump | kinetic energy 
12222 | intermediate filament | covalent bond | proton pump | peptide linkage 
12223 | aldehyde | kinetic energy | hydrophobic amino acid | nonpolar covalent bond 
12224 | chitin | double bond | unsaturated fat | double bond 
12225 | chitin | kinetic energy | unsaturated fat | double bond 
12226 | chitin | polar covalent bond | unsaturated fat | double bond 
12227 | alpha tubulin | peptide linkage | alcohol | kinetic energy 
12227 | alpha tubulin | peptide linkage | alcohol | polar covalent bond 
12228 | alpha tubulin | kinetic energy | alcohol | kinetic energy 
12228 | alpha tubulin | kinetic energy | alcohol | polar covalent bond 
12229 | hydrogen ion gradient | proton-motive force | oligosaccharide | double bond 
12229 | hydrogen ion gradient | proton-motive force | oligosaccharide | polar covalent bond 
12229 | hydrogen ion gradient | proton-motive force | oligosaccharide | glycosidic linkage 
12231 | lysosomal enzyme | kinetic energy | microfibril | kinetic energy 
12232 | carotenoid | chemical bond | acetyl CoA | double bond 
12232 | carotenoid | chemical bond | acetyl CoA | ester linkage 
12232 | carotenoid | chemical bond | acetyl CoA | kinetic energy 
12233 | carbohydrate | kinetic energy | glucose | kinetic energy 
12233 | carbohydrate | kinetic energy | glucose | double bond 
12233 | carbohydrate | kinetic energy | glucose | polar covalent bond 
12234 | carbohydrate | double bond | glucose | kinetic energy 
12234 | carbohydrate | double bond | glucose | double bond 
12234 | carbohydrate | double bond | glucose | polar covalent bond 
12235 | carbohydrate | polar covalent bond | glucose | kinetic energy 
12235 | carbohydrate | polar covalent bond | glucose | double bond 
12235 | carbohydrate | polar covalent bond | glucose | polar covalent bond 
12238 | ADP | single bond | NAD plus | covalent bond 
12238 | ADP | single bond | NAD plus | kinetic energy 
12239 | ADP | kinetic energy | NAD plus | covalent bond 
12239 | ADP | kinetic energy | NAD plus | kinetic energy 
12240 | ADP | double bond | NAD plus | covalent bond 
12240 | ADP | double bond | NAD plus | kinetic energy 
12241 | chlorophyll B | double bond | ice | hydrogen-bond 
12242 | chlorophyll B | kinetic energy | ice | hydrogen-bond 
12243 | chlorophyll B | single bond | ice | hydrogen-bond 
12244 | MRNA | phosphodiester bond | 3 phosphoglycerate | kinetic energy 
12244 | MRNA | phosphodiester bond | 3 phosphoglycerate | double bond 
12244 | MRNA | phosphodiester bond | 3 phosphoglycerate | single bond 
12244 | MRNA | phosphodiester bond | 3 phosphoglycerate | double bond 
12245 | MRNA | double bond | 3 phosphoglycerate | kinetic energy 
12245 | MRNA | double bond | 3 phosphoglycerate | double bond 
12245 | MRNA | double bond | 3 phosphoglycerate | single bond 
12245 | MRNA | double bond | 3 phosphoglycerate | double bond 
12246 | MRNA | kinetic energy | 3 phosphoglycerate | kinetic energy 
12246 | MRNA | kinetic energy | 3 phosphoglycerate | double bond 
12246 | MRNA | kinetic energy | 3 phosphoglycerate | single bond 
12246 | MRNA | kinetic energy | 3 phosphoglycerate | double bond 
12247 | ice | hydrogen-bond | gated Channel | kinetic energy 
12247 | ice | hydrogen-bond | gated Channel | peptide linkage 
12248 | amino acid | kinetic energy | triose | double bond 
12248 | amino acid | kinetic energy | triose | polar covalent bond 
12249 | intermediate filament | kinetic energy | aquaporin | kinetic energy 
12250 | intermediate filament | covalent bond | aquaporin | kinetic energy 
12251 | fat molecule | ester linkage | proline | single bond 
12252 | fat molecule | chemical energy | proline | single bond 
12253 | nonpolar molecule | covalent bond | phospholipid | kinetic energy 
12253 | nonpolar molecule | covalent bond | phospholipid | ester linkage 
12254 | unsaturated fatty acid | kinetic energy | aldehyde | kinetic energy 
12255 | protein | peptide linkage | oligosaccharide | double bond 
12255 | protein | peptide linkage | oligosaccharide | polar covalent bond 
12255 | protein | peptide linkage | oligosaccharide | glycosidic linkage 
12256 | cellulose | double bond | steroid | kinetic energy 
12257 | cellulose | polar covalent bond | steroid | kinetic energy 
12258 | cellulose | kinetic energy | steroid | kinetic energy 
12259 | acetyl CoA | double bond | glycolipid | kinetic energy 
12260 | acetyl CoA | ester linkage | glycolipid | kinetic energy 
12261 | acetyl CoA | kinetic energy | glycolipid | kinetic energy 
12262 | monosaccharide | double bond | coenzyme A | kinetic energy 
12263 | monosaccharide | polar covalent bond | coenzyme A | kinetic energy 
12264 | ADP | single bond | MRNA | phosphodiester bond 
12264 | ADP | single bond | MRNA | double bond 
12264 | ADP | single bond | MRNA | kinetic energy 
12265 | ADP | kinetic energy | MRNA | phosphodiester bond 
12265 | ADP | kinetic energy | MRNA | double bond 
12265 | ADP | kinetic energy | MRNA | kinetic energy 
12266 | ADP | double bond | MRNA | phosphodiester bond 
12266 | ADP | double bond | MRNA | double bond 
12266 | ADP | double bond | MRNA | kinetic energy 
12267 | triose | double bond | hexose | polar covalent bond 
12267 | triose | double bond | hexose | double bond 
12268 | triose | polar covalent bond | hexose | polar covalent bond 
12268 | triose | polar covalent bond | hexose | double bond 
12269 | polysaccharide | double bond | PGAP | double bond 
12269 | polysaccharide | double bond | PGAP | single bond 
12269 | polysaccharide | double bond | PGAP | double bond 
12269 | polysaccharide | double bond | PGAP | kinetic energy 
12270 | polysaccharide | polar covalent bond | PGAP | double bond 
12270 | polysaccharide | polar covalent bond | PGAP | single bond 
12270 | polysaccharide | polar covalent bond | PGAP | double bond 
12270 | polysaccharide | polar covalent bond | PGAP | kinetic energy 
12271 | polysaccharide | kinetic energy | PGAP | double bond 
12271 | polysaccharide | kinetic energy | PGAP | single bond 
12271 | polysaccharide | kinetic energy | PGAP | double bond 
12271 | polysaccharide | kinetic energy | PGAP | kinetic energy 
12272 | polysaccharide | glycosidic linkage | PGAP | double bond 
12272 | polysaccharide | glycosidic linkage | PGAP | single bond 
12272 | polysaccharide | glycosidic linkage | PGAP | double bond 
12272 | polysaccharide | glycosidic linkage | PGAP | kinetic energy 
12273 | DNA | phosphodiester bond | lysosomal enzyme | kinetic energy 
12274 | aspartic acid | single bond | peripheral protein | kinetic energy 
12275 | aspartic acid | kinetic energy | peripheral protein | kinetic energy 
12276 | ADP | single bond | integrin | kinetic energy 
12277 | ADP | kinetic energy | integrin | kinetic energy 
12278 | ADP | double bond | integrin | kinetic energy 
12279 | dynein | kinetic energy | alcohol | kinetic energy 
12279 | dynein | kinetic energy | alcohol | polar covalent bond 
12280 | polypeptide | peptide linkage | hydrophilic amino acid | single bond 
12281 | protein | peptide linkage | fatty acid | kinetic energy 
12282 | beta tubulin | kinetic energy | glucose | kinetic energy 
12282 | beta tubulin | kinetic energy | glucose | double bond 
12282 | beta tubulin | kinetic energy | glucose | polar covalent bond 
12283 | beta tubulin | peptide linkage | glucose | kinetic energy 
12283 | beta tubulin | peptide linkage | glucose | double bond 
12283 | beta tubulin | peptide linkage | glucose | polar covalent bond 
12284 | rubisco | kinetic energy | NADPH | kinetic energy 
12285 | rubisco | disulfide bond | NADPH | kinetic energy 
12286 | NAD plus | covalent bond | P700 | single bond 
12287 | NAD plus | kinetic energy | P700 | single bond 
12288 | P680 | kinetic energy | carboxylic acid | kinetic energy 
12289 | P680 | single bond | carboxylic acid | kinetic energy 
12290 | P680 | kinetic energy | alpha tubulin | peptide linkage 
12290 | P680 | kinetic energy | alpha tubulin | kinetic energy 
12291 | P680 | single bond | alpha tubulin | peptide linkage 
12291 | P680 | single bond | alpha tubulin | kinetic energy 
12292 | glycoprotein | kinetic energy | lactic acid | kinetic energy 
12293 | maltose | double bond | oxygen molecule | nonpolar covalent bond 
12293 | maltose | double bond | oxygen molecule | double bond 
12294 | maltose | kinetic energy | oxygen molecule | nonpolar covalent bond 
12294 | maltose | kinetic energy | oxygen molecule | double bond 
12295 | maltose | polar covalent bond | oxygen molecule | nonpolar covalent bond 
12295 | maltose | polar covalent bond | oxygen molecule | double bond 
12296 | pentose | double bond | DNA | phosphodiester bond 
12297 | pentose | polar covalent bond | DNA | phosphodiester bond 
12298 | saturated fatty acid | kinetic energy | acidic amino acid | single bond 
12299 | saturated fatty acid | single bond | acidic amino acid | single bond 
12300 | phosphofructokinase | covalent bond | water molecule | polar covalent bond 
12300 | phosphofructokinase | covalent bond | water molecule | polar covalent bond 
12301 | phosphofructokinase | kinetic energy | water molecule | polar covalent bond 
12301 | phosphofructokinase | kinetic energy | water molecule | polar covalent bond 
12302 | microfibril | kinetic energy | pyruvate | kinetic energy 
12303 | gradient | potential energy | NADP Plus | kinetic energy 
12304 | chlorophyll B | double bond | hydrophobic amino acid | nonpolar covalent bond 
12305 | chlorophyll B | kinetic energy | hydrophobic amino acid | nonpolar covalent bond 
12306 | chlorophyll B | single bond | hydrophobic amino acid | nonpolar covalent bond 
12307 | polymer | covalent bond | chlorophyll B | double bond 
12307 | polymer | covalent bond | chlorophyll B | kinetic energy 
12307 | polymer | covalent bond | chlorophyll B | single bond 
12308 | AMP | single bond | water molecule | polar covalent bond 
12308 | AMP | single bond | water molecule | polar covalent bond 
12309 | AMP | double bond | water molecule | polar covalent bond 
12309 | AMP | double bond | water molecule | polar covalent bond 
12310 | AMP | kinetic energy | water molecule | polar covalent bond 
12310 | AMP | kinetic energy | water molecule | polar covalent bond 
12311 | chitin | double bond | glycoprotein | kinetic energy 
12312 | chitin | kinetic energy | glycoprotein | kinetic energy 
12313 | chitin | polar covalent bond | glycoprotein | kinetic energy 
12314 | phosphatidylcholine | ester linkage | microfibril | kinetic energy 
12315 | ethyl alcohol | polar covalent bond | polymer | covalent bond 
12316 | ethyl alcohol | polar covalent bond | polymer | covalent bond 
12317 | phosphofructokinase | covalent bond | carbon dioxide | polar covalent bond 
12317 | phosphofructokinase | covalent bond | carbon dioxide | double bond 
12318 | phosphofructokinase | kinetic energy | carbon dioxide | polar covalent bond 
12318 | phosphofructokinase | kinetic energy | carbon dioxide | double bond 
12319 | P700 | single bond | carbon dioxide | polar covalent bond 
12319 | P700 | single bond | carbon dioxide | double bond 
12320 | molecule | kinetic energy | MRNA | phosphodiester bond 
12320 | molecule | kinetic energy | MRNA | double bond 
12320 | molecule | kinetic energy | MRNA | kinetic energy 
12321 | molecule | chemical bond | MRNA | phosphodiester bond 
12321 | molecule | chemical bond | MRNA | double bond 
12321 | molecule | chemical bond | MRNA | kinetic energy 
12322 | P680 | kinetic energy | fatty acid | kinetic energy 
12323 | P680 | single bond | fatty acid | kinetic energy 
12324 | chlorophyll B | double bond | microfilament | kinetic energy 
12325 | chlorophyll B | kinetic energy | microfilament | kinetic energy 
12326 | chlorophyll B | single bond | microfilament | kinetic energy 
12327 | coenzyme A | kinetic energy | rubisco | kinetic energy 
12327 | coenzyme A | kinetic energy | rubisco | disulfide bond 
12328 | chlorophyll B | double bond | AMP | single bond 
12328 | chlorophyll B | double bond | AMP | double bond 
12328 | chlorophyll B | double bond | AMP | kinetic energy 
12329 | chlorophyll B | kinetic energy | AMP | single bond 
12329 | chlorophyll B | kinetic energy | AMP | double bond 
12329 | chlorophyll B | kinetic energy | AMP | kinetic energy 
12330 | chlorophyll B | single bond | AMP | single bond 
12330 | chlorophyll B | single bond | AMP | double bond 
12330 | chlorophyll B | single bond | AMP | kinetic energy 
12331 | sucrose | kinetic energy | plastoquinone | kinetic energy 
12332 | sucrose | polar covalent bond | plastoquinone | kinetic energy 
12333 | sucrose | double bond | plastoquinone | kinetic energy 
12334 | pentose | double bond | 3 phosphoglycerate | kinetic energy 
12334 | pentose | double bond | 3 phosphoglycerate | double bond 
12334 | pentose | double bond | 3 phosphoglycerate | single bond 
12334 | pentose | double bond | 3 phosphoglycerate | double bond 
12335 | pentose | polar covalent bond | 3 phosphoglycerate | kinetic energy 
12335 | pentose | polar covalent bond | 3 phosphoglycerate | double bond 
12335 | pentose | polar covalent bond | 3 phosphoglycerate | single bond 
12335 | pentose | polar covalent bond | 3 phosphoglycerate | double bond 
12336 | phosphatidylcholine | ester linkage | carrier protein | kinetic energy 
12336 | phosphatidylcholine | ester linkage | carrier protein | peptide linkage 
