0 | NADP Plus | carbon skeleton | enzyme | active site 
10480 | PGAP | carboxyl group | triose | hydroxyl group 
10480 | PGAP | carboxyl group | triose | carbonyl group 
10480 | PGAP | carboxyl group | triose | carbon skeleton 
10481 | amine | amino group | endoplasmic reticulum | cisternal space 
10489 | prokaryote | nucleoid | amine | amino group 
10490 | ATP | carbon skeleton | alcohol | carbon skeleton 
10490 | ATP | carbon skeleton | alcohol | hydroxyl group 
10491 | ATP | phosphate group | alcohol | carbon skeleton 
10491 | ATP | phosphate group | alcohol | hydroxyl group 
10492 | ATP | phosphate group | alcohol | carbon skeleton 
10492 | ATP | phosphate group | alcohol | hydroxyl group 
10493 | ATP | phosphate group | alcohol | carbon skeleton 
10493 | ATP | phosphate group | alcohol | hydroxyl group 
10496 | P700 | carbon skeleton | chitin | hydroxyl group 
10496 | P700 | carbon skeleton | chitin | carbonyl group 
10496 | P700 | carbon skeleton | chitin | carbon skeleton 
10497 | P700 | methyl group | chitin | hydroxyl group 
10497 | P700 | methyl group | chitin | carbonyl group 
10497 | P700 | methyl group | chitin | carbon skeleton 
10498 | nuclear-envelope | intermembrane space | NADP Plus | carbon skeleton 
10499 | lactic acid | carbon skeleton | adenylyl cyclase | active site 
10500 | lactic acid | carboxyl group | adenylyl cyclase | active site 
10501 | lactic acid | hydroxyl group | adenylyl cyclase | active site 
10509 | acidic amino acid | carbon skeleton | allosteric enzyme | carbon skeleton 
10509 | acidic amino acid | carbon skeleton | allosteric enzyme | active site 
10509 | acidic amino acid | carbon skeleton | allosteric enzyme | allosteric site 
10510 | acidic amino acid | carboxyl group | allosteric enzyme | carbon skeleton 
10510 | acidic amino acid | carboxyl group | allosteric enzyme | active site 
10510 | acidic amino acid | carboxyl group | allosteric enzyme | allosteric site 
10511 | acidic amino acid | amino group | allosteric enzyme | carbon skeleton 
10511 | acidic amino acid | amino group | allosteric enzyme | active site 
10511 | acidic amino acid | amino group | allosteric enzyme | allosteric site 
10512 | acidic amino acid | polar side chain | allosteric enzyme | carbon skeleton 
10512 | acidic amino acid | polar side chain | allosteric enzyme | active site 
10512 | acidic amino acid | polar side chain | allosteric enzyme | allosteric site 
10517 | coenzyme A | carbon skeleton | polysaccharide | hydroxyl group 
10517 | coenzyme A | carbon skeleton | polysaccharide | carbonyl group 
10517 | coenzyme A | carbon skeleton | polysaccharide | carbon skeleton 
10518 | coenzyme A | sulfhydryl group | polysaccharide | hydroxyl group 
10518 | coenzyme A | sulfhydryl group | polysaccharide | carbonyl group 
10518 | coenzyme A | sulfhydryl group | polysaccharide | carbon skeleton 
10520 | phosphatidylcholine | hydrophilic head | organic molecule | carbon skeleton 
10521 | phosphatidylcholine | fatty acid tail | organic molecule | carbon skeleton 
10525 | P700 | carbon skeleton | nucleotide | carbon skeleton 
10525 | P700 | carbon skeleton | nucleotide | phosphate group 
10526 | P700 | methyl group | nucleotide | carbon skeleton 
10526 | P700 | methyl group | nucleotide | phosphate group 
10528 | protein enzyme | carbon skeleton | channel protein | hydrophilic Channel 
10529 | protein enzyme | active site | channel protein | hydrophilic Channel 
10533 | rough endoplasmic reticulum | cisternal space | amino acid | carbon skeleton 
10533 | rough endoplasmic reticulum | cisternal space | amino acid | carboxyl group 
10533 | rough endoplasmic reticulum | cisternal space | amino acid | amino group 
10533 | rough endoplasmic reticulum | cisternal space | amino acid | R-group 
10538 | ethyl alcohol | carbon skeleton | rough endoplasmic reticulum | cisternal space 
10539 | ethyl alcohol | hydroxyl group | rough endoplasmic reticulum | cisternal space 
10540 | carotenoid | carbon skeleton | mitochondrion | mitochondrial matrix 
10541 | tyrosine | hydroxyl group | atom | atomic nucleus 
10541 | tyrosine | hydroxyl group | atom | electron-shell 
10542 | tyrosine | carbon skeleton | atom | atomic nucleus 
10542 | tyrosine | carbon skeleton | atom | electron-shell 
10543 | tyrosine | carboxyl group | atom | atomic nucleus 
10543 | tyrosine | carboxyl group | atom | electron-shell 
10544 | tyrosine | amino group | atom | atomic nucleus 
10544 | tyrosine | amino group | atom | electron-shell 
10545 | tyrosine | polar side chain | atom | atomic nucleus 
10545 | tyrosine | polar side chain | atom | electron-shell 
10546 | ADP | carbon skeleton | nucleotide | carbon skeleton 
10546 | ADP | carbon skeleton | nucleotide | phosphate group 
10547 | ADP | phosphate group | nucleotide | carbon skeleton 
10547 | ADP | phosphate group | nucleotide | phosphate group 
10565 | endoplasmic reticulum | cisternal space | phosphatidylcholine | hydrophilic head 
10565 | endoplasmic reticulum | cisternal space | phosphatidylcholine | fatty acid tail 
10566 | beta tubulin | amino end of a protein | prokaryote | nucleoid 
10567 | beta tubulin | carbon skeleton | prokaryote | nucleoid 
10575 | ethyl alcohol | carbon skeleton | microfibril | carbon skeleton 
10576 | ethyl alcohol | hydroxyl group | microfibril | carbon skeleton 
10577 | calcium | atomic nucleus | rough endoplasmic reticulum | cisternal space 
10578 | calcium | electron-shell | rough endoplasmic reticulum | cisternal space 
10580 | GTP | phosphate group | phospholipid | carbon skeleton 
10580 | GTP | phosphate group | phospholipid | fatty acid tail 
10580 | GTP | phosphate group | phospholipid | fatty acid tail 
10580 | GTP | phosphate group | phospholipid | hydrophilic head 
10580 | GTP | phosphate group | phospholipid | phosphate group 
10581 | GTP | carbon skeleton | phospholipid | carbon skeleton 
10581 | GTP | carbon skeleton | phospholipid | fatty acid tail 
10581 | GTP | carbon skeleton | phospholipid | fatty acid tail 
10581 | GTP | carbon skeleton | phospholipid | hydrophilic head 
10581 | GTP | carbon skeleton | phospholipid | phosphate group 
10584 | hydrocarbon molecule | carbon skeleton | NADP Plus | carbon skeleton 
10586 | enzyme | active site | coenzyme A | carbon skeleton 
10586 | enzyme | active site | coenzyme A | sulfhydryl group 
10601 | phosphofructokinase | allosteric site | chitin | hydroxyl group 
10601 | phosphofructokinase | allosteric site | chitin | carbonyl group 
10601 | phosphofructokinase | allosteric site | chitin | carbon skeleton 
10602 | phosphofructokinase | carbon skeleton | chitin | hydroxyl group 
10602 | phosphofructokinase | carbon skeleton | chitin | carbonyl group 
10602 | phosphofructokinase | carbon skeleton | chitin | carbon skeleton 
10603 | phosphofructokinase | active site | chitin | hydroxyl group 
10603 | phosphofructokinase | active site | chitin | carbonyl group 
10603 | phosphofructokinase | active site | chitin | carbon skeleton 
10604 | acidic amino acid | carbon skeleton | nucleotide | carbon skeleton 
10604 | acidic amino acid | carbon skeleton | nucleotide | phosphate group 
10605 | acidic amino acid | carboxyl group | nucleotide | carbon skeleton 
10605 | acidic amino acid | carboxyl group | nucleotide | phosphate group 
10606 | acidic amino acid | amino group | nucleotide | carbon skeleton 
10606 | acidic amino acid | amino group | nucleotide | phosphate group 
10607 | acidic amino acid | polar side chain | nucleotide | carbon skeleton 
10607 | acidic amino acid | polar side chain | nucleotide | phosphate group 
10613 | alanine | carboxyl group | allosteric enzyme | carbon skeleton 
10613 | alanine | carboxyl group | allosteric enzyme | active site 
10613 | alanine | carboxyl group | allosteric enzyme | allosteric site 
10614 | alanine | amino group | allosteric enzyme | carbon skeleton 
10614 | alanine | amino group | allosteric enzyme | active site 
10614 | alanine | amino group | allosteric enzyme | allosteric site 
10615 | alanine | carbon skeleton | allosteric enzyme | carbon skeleton 
10615 | alanine | carbon skeleton | allosteric enzyme | active site 
10615 | alanine | carbon skeleton | allosteric enzyme | allosteric site 
10617 | endoplasmic reticulum | cisternal space | NADPH | carbon skeleton 
10618 | lipid | carbon skeleton | PGAP | carbon skeleton 
10618 | lipid | carbon skeleton | PGAP | phosphate group 
10618 | lipid | carbon skeleton | PGAP | carboxyl group 
10622 | cytochrome | carbon skeleton | amino acid | carbon skeleton 
10622 | cytochrome | carbon skeleton | amino acid | carboxyl group 
10622 | cytochrome | carbon skeleton | amino acid | amino group 
10622 | cytochrome | carbon skeleton | amino acid | R-group 
10633 | glucose-6-phosphate | carbonyl group | phosphatidylcholine | hydrophilic head 
10633 | glucose-6-phosphate | carbonyl group | phosphatidylcholine | fatty acid tail 
10634 | glucose-6-phosphate | carbon skeleton | phosphatidylcholine | hydrophilic head 
10634 | glucose-6-phosphate | carbon skeleton | phosphatidylcholine | fatty acid tail 
10635 | glucose-6-phosphate | phosphate group | phosphatidylcholine | hydrophilic head 
10635 | glucose-6-phosphate | phosphate group | phosphatidylcholine | fatty acid tail 
10640 | ethyl alcohol | carbon skeleton | organic molecule | carbon skeleton 
10641 | ethyl alcohol | hydroxyl group | organic molecule | carbon skeleton 
10644 | rubisco | active site | phospholipid | carbon skeleton 
10644 | rubisco | active site | phospholipid | fatty acid tail 
10644 | rubisco | active site | phospholipid | fatty acid tail 
10644 | rubisco | active site | phospholipid | hydrophilic head 
10644 | rubisco | active site | phospholipid | phosphate group 
10645 | rubisco | carbon skeleton | phospholipid | carbon skeleton 
10645 | rubisco | carbon skeleton | phospholipid | fatty acid tail 
10645 | rubisco | carbon skeleton | phospholipid | fatty acid tail 
10645 | rubisco | carbon skeleton | phospholipid | hydrophilic head 
10645 | rubisco | carbon skeleton | phospholipid | phosphate group 
10646 | amino acid | carbon skeleton | prokaryote | nucleoid 
10647 | amino acid | carboxyl group | prokaryote | nucleoid 
10648 | amino acid | amino group | prokaryote | nucleoid 
10649 | amino acid | R-group | prokaryote | nucleoid 
10652 | pentose | hydroxyl group | amylose | hydroxyl group 
10652 | pentose | hydroxyl group | amylose | carbon skeleton 
10652 | pentose | hydroxyl group | amylose | carbonyl group 
10653 | pentose | carbonyl group | amylose | hydroxyl group 
10653 | pentose | carbonyl group | amylose | carbon skeleton 
10653 | pentose | carbonyl group | amylose | carbonyl group 
10654 | pentose | carbon skeleton | amylose | hydroxyl group 
10654 | pentose | carbon skeleton | amylose | carbon skeleton 
10654 | pentose | carbon skeleton | amylose | carbonyl group 
10656 | glucose-6-phosphate | carbonyl group | pyruvate | carbon skeleton 
10656 | glucose-6-phosphate | carbonyl group | pyruvate | carboxyl group 
10656 | glucose-6-phosphate | carbonyl group | pyruvate | carbonyl group 
10657 | glucose-6-phosphate | carbon skeleton | pyruvate | carbon skeleton 
10657 | glucose-6-phosphate | carbon skeleton | pyruvate | carboxyl group 
10657 | glucose-6-phosphate | carbon skeleton | pyruvate | carbonyl group 
10658 | glucose-6-phosphate | phosphate group | pyruvate | carbon skeleton 
10658 | glucose-6-phosphate | phosphate group | pyruvate | carboxyl group 
10658 | glucose-6-phosphate | phosphate group | pyruvate | carbonyl group 
10661 | pentose | hydroxyl group | aldehyde | carbon skeleton 
10661 | pentose | hydroxyl group | aldehyde | carbonyl group 
10662 | pentose | carbonyl group | aldehyde | carbon skeleton 
10662 | pentose | carbonyl group | aldehyde | carbonyl group 
10663 | pentose | carbon skeleton | aldehyde | carbon skeleton 
10663 | pentose | carbon skeleton | aldehyde | carbonyl group 
10666 | Golgi apparatus | cis face of golgi apparatus | prokaryote | nucleoid 
10669 | alpha tubulin | amino end of a protein | amino acid | carbon skeleton 
10669 | alpha tubulin | amino end of a protein | amino acid | carboxyl group 
10669 | alpha tubulin | amino end of a protein | amino acid | amino group 
10669 | alpha tubulin | amino end of a protein | amino acid | R-group 
10670 | alpha tubulin | carbon skeleton | amino acid | carbon skeleton 
10670 | alpha tubulin | carbon skeleton | amino acid | carboxyl group 
10670 | alpha tubulin | carbon skeleton | amino acid | amino group 
10670 | alpha tubulin | carbon skeleton | amino acid | R-group 
10674 | carbon 14 atom | atomic nucleus | ketone | carbonyl group 
10674 | carbon 14 atom | atomic nucleus | ketone | carbon skeleton 
10675 | glucose-6-phosphate | carbonyl group | aldehyde | carbon skeleton 
10675 | glucose-6-phosphate | carbonyl group | aldehyde | carbonyl group 
10676 | glucose-6-phosphate | carbon skeleton | aldehyde | carbon skeleton 
10676 | glucose-6-phosphate | carbon skeleton | aldehyde | carbonyl group 
10677 | glucose-6-phosphate | phosphate group | aldehyde | carbon skeleton 
10677 | glucose-6-phosphate | phosphate group | aldehyde | carbonyl group 
10681 | peripheral protein | carbon skeleton | NADPH | carbon skeleton 
10687 | chloroplast membrane | intermembrane space | oxidoreductase | carbon skeleton 
10691 | pyruvate | carbon skeleton | hexose | hydroxyl group 
10691 | pyruvate | carbon skeleton | hexose | carbonyl group 
10691 | pyruvate | carbon skeleton | hexose | carbon skeleton 
10692 | pyruvate | carboxyl group | hexose | hydroxyl group 
10692 | pyruvate | carboxyl group | hexose | carbonyl group 
10692 | pyruvate | carboxyl group | hexose | carbon skeleton 
10693 | pyruvate | carbonyl group | hexose | hydroxyl group 
10693 | pyruvate | carbonyl group | hexose | carbonyl group 
10693 | pyruvate | carbonyl group | hexose | carbon skeleton 
10694 | maltose | carbonyl group | hexose | hydroxyl group 
10694 | maltose | carbonyl group | hexose | carbonyl group 
10694 | maltose | carbonyl group | hexose | carbon skeleton 
10695 | maltose | hydroxyl group | hexose | hydroxyl group 
10695 | maltose | hydroxyl group | hexose | carbonyl group 
10695 | maltose | hydroxyl group | hexose | carbon skeleton 
10696 | maltose | carbon skeleton | hexose | hydroxyl group 
10696 | maltose | carbon skeleton | hexose | carbonyl group 
10696 | maltose | carbon skeleton | hexose | carbon skeleton 
10697 | oxidoreductase | carbon skeleton | NAD plus | carbon skeleton 
10709 | glycoprotein | carbon skeleton | rough endoplasmic reticulum | cisternal space 
10713 | disaccharide | carbon skeleton | enzyme | active site 
10714 | disaccharide | carbonyl group | enzyme | active site 
10715 | disaccharide | hydroxyl group | enzyme | active site 
10719 | lipid | carbon skeleton | oxidoreductase | carbon skeleton 
10722 | lactate | hydroxyl group | ADP | carbon skeleton 
10722 | lactate | hydroxyl group | ADP | phosphate group 
10723 | AMP | carbon skeleton | allosteric enzyme | carbon skeleton 
10723 | AMP | carbon skeleton | allosteric enzyme | active site 
10723 | AMP | carbon skeleton | allosteric enzyme | allosteric site 
10724 | AMP | phosphate group | allosteric enzyme | carbon skeleton 
10724 | AMP | phosphate group | allosteric enzyme | active site 
10724 | AMP | phosphate group | allosteric enzyme | allosteric site 
10725 | AMP | carbon skeleton | NADH | carbon skeleton 
10726 | AMP | phosphate group | NADH | carbon skeleton 
10727 | intermediate filament | carbon skeleton | organic molecule | carbon skeleton 
10731 | protein enzyme | carbon skeleton | lactate | hydroxyl group 
10732 | protein enzyme | active site | lactate | hydroxyl group 
10746 | boron atom | atomic nucleus | NADPH | carbon skeleton 
10747 | amylopectin | hydroxyl group | amine | amino group 
10748 | prokaryote | nucleoid | rough endoplasmic reticulum | cisternal space 
10751 | pentose | hydroxyl group | ATP | carbon skeleton 
10751 | pentose | hydroxyl group | ATP | phosphate group 
10751 | pentose | hydroxyl group | ATP | phosphate group 
10751 | pentose | hydroxyl group | ATP | phosphate group 
10752 | pentose | carbonyl group | ATP | carbon skeleton 
10752 | pentose | carbonyl group | ATP | phosphate group 
10752 | pentose | carbonyl group | ATP | phosphate group 
10752 | pentose | carbonyl group | ATP | phosphate group 
10753 | pentose | carbon skeleton | ATP | carbon skeleton 
10753 | pentose | carbon skeleton | ATP | phosphate group 
10753 | pentose | carbon skeleton | ATP | phosphate group 
10753 | pentose | carbon skeleton | ATP | phosphate group 
10754 | unsaturated fatty acid | carbon skeleton | GTP | phosphate group 
10754 | unsaturated fatty acid | carbon skeleton | GTP | carbon skeleton 
10755 | unsaturated fatty acid | carboxyl group | GTP | phosphate group 
10755 | unsaturated fatty acid | carboxyl group | GTP | carbon skeleton 
10756 | amylopectin | hydroxyl group | storage polysaccharide | hydroxyl group 
10756 | amylopectin | hydroxyl group | storage polysaccharide | carbonyl group 
10756 | amylopectin | hydroxyl group | storage polysaccharide | carbon skeleton 
10774 | mitochondrion | mitochondrial matrix | storage polysaccharide | hydroxyl group 
10774 | mitochondrion | mitochondrial matrix | storage polysaccharide | carbonyl group 
10774 | mitochondrion | mitochondrial matrix | storage polysaccharide | carbon skeleton 
10779 | calcium | atomic nucleus | prokaryote | nucleoid 
10780 | calcium | electron-shell | prokaryote | nucleoid 
10781 | rubisco | active site | thylakoid | thylakoid space 
10782 | rubisco | carbon skeleton | thylakoid | thylakoid space 
10787 | gated Channel | hydrophilic Channel | phospholipid | carbon skeleton 
10787 | gated Channel | hydrophilic Channel | phospholipid | fatty acid tail 
10787 | gated Channel | hydrophilic Channel | phospholipid | fatty acid tail 
10787 | gated Channel | hydrophilic Channel | phospholipid | hydrophilic head 
10787 | gated Channel | hydrophilic Channel | phospholipid | phosphate group 
10788 | gated Channel | carbon skeleton | phospholipid | carbon skeleton 
10788 | gated Channel | carbon skeleton | phospholipid | fatty acid tail 
10788 | gated Channel | carbon skeleton | phospholipid | fatty acid tail 
10788 | gated Channel | carbon skeleton | phospholipid | hydrophilic head 
10788 | gated Channel | carbon skeleton | phospholipid | phosphate group 
10793 | glycogen | carbonyl group | GTP | phosphate group 
10793 | glycogen | carbonyl group | GTP | carbon skeleton 
10794 | glycogen | hydroxyl group | GTP | phosphate group 
10794 | glycogen | hydroxyl group | GTP | carbon skeleton 
10795 | glycogen | carbon skeleton | GTP | phosphate group 
10795 | glycogen | carbon skeleton | GTP | carbon skeleton 
10809 | glycogen | carbonyl group | smooth endoplasmic reticulum | cisternal space 
10810 | glycogen | hydroxyl group | smooth endoplasmic reticulum | cisternal space 
10811 | glycogen | carbon skeleton | smooth endoplasmic reticulum | cisternal space 
10812 | motor protein | carbon skeleton | sulfur atom | atomic nucleus 
10813 | Golgi apparatus | cis face of golgi apparatus | pentose | hydroxyl group 
10813 | Golgi apparatus | cis face of golgi apparatus | pentose | carbonyl group 
10813 | Golgi apparatus | cis face of golgi apparatus | pentose | carbon skeleton 
10814 | lysosomal enzyme | active site | thylakoid | thylakoid space 
10815 | lysosomal enzyme | carbon skeleton | thylakoid | thylakoid space 
10818 | intermediate filament | carbon skeleton | microfibril | carbon skeleton 
10819 | carbon 14 atom | atomic nucleus | ADP | carbon skeleton 
10819 | carbon 14 atom | atomic nucleus | ADP | phosphate group 
10824 | chlorophyll A | carbon skeleton | monosaccharide | hydroxyl group 
10824 | chlorophyll A | carbon skeleton | monosaccharide | carbonyl group 
10824 | chlorophyll A | carbon skeleton | monosaccharide | carbon skeleton 
10825 | chlorophyll A | methyl group | monosaccharide | hydroxyl group 
10825 | chlorophyll A | methyl group | monosaccharide | carbonyl group 
10825 | chlorophyll A | methyl group | monosaccharide | carbon skeleton 
10826 | carrier protein | carbon skeleton | amino acid | carbon skeleton 
10826 | carrier protein | carbon skeleton | amino acid | carboxyl group 
10826 | carrier protein | carbon skeleton | amino acid | amino group 
10826 | carrier protein | carbon skeleton | amino acid | R-group 
10830 | smooth endoplasmic reticulum | cisternal space | P700 | carbon skeleton 
10830 | smooth endoplasmic reticulum | cisternal space | P700 | methyl group 
10835 | pyruvate | carbon skeleton | GTP | phosphate group 
10835 | pyruvate | carbon skeleton | GTP | carbon skeleton 
10836 | pyruvate | carboxyl group | GTP | phosphate group 
10836 | pyruvate | carboxyl group | GTP | carbon skeleton 
10837 | pyruvate | carbonyl group | GTP | phosphate group 
10837 | pyruvate | carbonyl group | GTP | carbon skeleton 
10838 | chitin | hydroxyl group | rough endoplasmic reticulum | cisternal space 
10839 | chitin | carbonyl group | rough endoplasmic reticulum | cisternal space 
10840 | chitin | carbon skeleton | rough endoplasmic reticulum | cisternal space 
10845 | alcohol | carbon skeleton | amylopectin | hydroxyl group 
10846 | alcohol | hydroxyl group | amylopectin | hydroxyl group 
10859 | atom | atomic nucleus | ribulose bisphosphate | carbon skeleton 
10859 | atom | atomic nucleus | ribulose bisphosphate | hydroxyl group 
10859 | atom | atomic nucleus | ribulose bisphosphate | carbonyl group 
10859 | atom | atomic nucleus | ribulose bisphosphate | phosphate group 
10860 | atom | electron-shell | ribulose bisphosphate | carbon skeleton 
10860 | atom | electron-shell | ribulose bisphosphate | hydroxyl group 
10860 | atom | electron-shell | ribulose bisphosphate | carbonyl group 
10860 | atom | electron-shell | ribulose bisphosphate | phosphate group 
10864 | ATP | carbon skeleton | lactate | hydroxyl group 
10865 | ATP | phosphate group | lactate | hydroxyl group 
10866 | ATP | phosphate group | lactate | hydroxyl group 
10867 | ATP | phosphate group | lactate | hydroxyl group 
10871 | glucose-6-phosphate | carbonyl group | monosaccharide | hydroxyl group 
10871 | glucose-6-phosphate | carbonyl group | monosaccharide | carbonyl group 
10871 | glucose-6-phosphate | carbonyl group | monosaccharide | carbon skeleton 
10872 | glucose-6-phosphate | carbon skeleton | monosaccharide | hydroxyl group 
10872 | glucose-6-phosphate | carbon skeleton | monosaccharide | carbonyl group 
10872 | glucose-6-phosphate | carbon skeleton | monosaccharide | carbon skeleton 
10873 | glucose-6-phosphate | phosphate group | monosaccharide | hydroxyl group 
10873 | glucose-6-phosphate | phosphate group | monosaccharide | carbonyl group 
10873 | glucose-6-phosphate | phosphate group | monosaccharide | carbon skeleton 
10877 | glucose-6-phosphate | carbonyl group | pentose | hydroxyl group 
10877 | glucose-6-phosphate | carbonyl group | pentose | carbonyl group 
10877 | glucose-6-phosphate | carbonyl group | pentose | carbon skeleton 
10878 | glucose-6-phosphate | carbon skeleton | pentose | hydroxyl group 
10878 | glucose-6-phosphate | carbon skeleton | pentose | carbonyl group 
10878 | glucose-6-phosphate | carbon skeleton | pentose | carbon skeleton 
10879 | glucose-6-phosphate | phosphate group | pentose | hydroxyl group 
10879 | glucose-6-phosphate | phosphate group | pentose | carbonyl group 
10879 | glucose-6-phosphate | phosphate group | pentose | carbon skeleton 
10882 | acidic amino acid | carbon skeleton | hexose | hydroxyl group 
10882 | acidic amino acid | carbon skeleton | hexose | carbonyl group 
10882 | acidic amino acid | carbon skeleton | hexose | carbon skeleton 
10883 | acidic amino acid | carboxyl group | hexose | hydroxyl group 
10883 | acidic amino acid | carboxyl group | hexose | carbonyl group 
10883 | acidic amino acid | carboxyl group | hexose | carbon skeleton 
10884 | acidic amino acid | amino group | hexose | hydroxyl group 
10884 | acidic amino acid | amino group | hexose | carbonyl group 
10884 | acidic amino acid | amino group | hexose | carbon skeleton 
10885 | acidic amino acid | polar side chain | hexose | hydroxyl group 
10885 | acidic amino acid | polar side chain | hexose | carbonyl group 
10885 | acidic amino acid | polar side chain | hexose | carbon skeleton 
10895 | steroid | carbon skeleton | triose | hydroxyl group 
10895 | steroid | carbon skeleton | triose | carbonyl group 
10895 | steroid | carbon skeleton | triose | carbon skeleton 
10901 | acetyl CoA | carbon skeleton | carboxylic acid | carbon skeleton 
10901 | acetyl CoA | carbon skeleton | carboxylic acid | carboxyl group 
10902 | acetyl CoA | carbonyl group | carboxylic acid | carbon skeleton 
10902 | acetyl CoA | carbonyl group | carboxylic acid | carboxyl group 
10904 | mitochondrion | mitochondrial matrix | oligosaccharide | carbonyl group 
10918 | disaccharide | carbon skeleton | chitin | hydroxyl group 
10918 | disaccharide | carbon skeleton | chitin | carbonyl group 
10918 | disaccharide | carbon skeleton | chitin | carbon skeleton 
10919 | disaccharide | carbonyl group | chitin | hydroxyl group 
10919 | disaccharide | carbonyl group | chitin | carbonyl group 
10919 | disaccharide | carbonyl group | chitin | carbon skeleton 
10920 | disaccharide | hydroxyl group | chitin | hydroxyl group 
10920 | disaccharide | hydroxyl group | chitin | carbonyl group 
10920 | disaccharide | hydroxyl group | chitin | carbon skeleton 
10921 | aquaporin | carbon skeleton | NADH | carbon skeleton 
10922 | aquaporin | hydrophilic Channel | NADH | carbon skeleton 
10926 | ADP | carbon skeleton | FADH2 | carbon skeleton 
10927 | ADP | phosphate group | FADH2 | carbon skeleton 
10930 | carbon atom | atomic nucleus | channel protein | hydrophilic Channel 
10931 | fat molecule | fatty acid tail | P700 | carbon skeleton 
10931 | fat molecule | fatty acid tail | P700 | methyl group 
10935 | carotenoid | carbon skeleton | ribulose bisphosphate | carbon skeleton 
10935 | carotenoid | carbon skeleton | ribulose bisphosphate | hydroxyl group 
10935 | carotenoid | carbon skeleton | ribulose bisphosphate | carbonyl group 
10935 | carotenoid | carbon skeleton | ribulose bisphosphate | phosphate group 
10938 | ribulose bisphosphate | carbon skeleton | prokaryote | nucleoid 
10939 | ribulose bisphosphate | hydroxyl group | prokaryote | nucleoid 
10940 | ribulose bisphosphate | carbonyl group | prokaryote | nucleoid 
10941 | ribulose bisphosphate | phosphate group | prokaryote | nucleoid 
10942 | glycogen | carbonyl group | hydrocarbon molecule | carbon skeleton 
10943 | glycogen | hydroxyl group | hydrocarbon molecule | carbon skeleton 
10944 | glycogen | carbon skeleton | hydrocarbon molecule | carbon skeleton 
10945 | integral protein | carbon skeleton | P700 | carbon skeleton 
10945 | integral protein | carbon skeleton | P700 | methyl group 
10950 | phosphofructokinase | allosteric site | GTP | phosphate group 
10950 | phosphofructokinase | allosteric site | GTP | carbon skeleton 
10951 | phosphofructokinase | carbon skeleton | GTP | phosphate group 
10951 | phosphofructokinase | carbon skeleton | GTP | carbon skeleton 
10952 | phosphofructokinase | active site | GTP | phosphate group 
10952 | phosphofructokinase | active site | GTP | carbon skeleton 
10953 | fatty acid | carbon skeleton | adenylyl cyclase | active site 
10954 | fatty acid | carboxyl group | adenylyl cyclase | active site 
10955 | chitin | hydroxyl group | allosteric enzyme | carbon skeleton 
10955 | chitin | hydroxyl group | allosteric enzyme | active site 
10955 | chitin | hydroxyl group | allosteric enzyme | allosteric site 
10956 | chitin | carbonyl group | allosteric enzyme | carbon skeleton 
10956 | chitin | carbonyl group | allosteric enzyme | active site 
10956 | chitin | carbonyl group | allosteric enzyme | allosteric site 
10957 | chitin | carbon skeleton | allosteric enzyme | carbon skeleton 
10957 | chitin | carbon skeleton | allosteric enzyme | active site 
10957 | chitin | carbon skeleton | allosteric enzyme | allosteric site 
10958 | intermediate filament | carbon skeleton | enzyme | active site 
10959 | organic molecule | carbon skeleton | microfibril | carbon skeleton 
10962 | prokaryote | nucleoid | nucleotide | carbon skeleton 
10962 | prokaryote | nucleoid | nucleotide | phosphate group 
10964 | nuclear-envelope | intermembrane space | aldehyde | carbon skeleton 
10964 | nuclear-envelope | intermembrane space | aldehyde | carbonyl group 
10965 | cellulose | hydroxyl group | thylakoid | thylakoid space 
10966 | cellulose | carbonyl group | thylakoid | thylakoid space 
10967 | cellulose | carbon skeleton | thylakoid | thylakoid space 
10974 | hexose | hydroxyl group | allosteric enzyme | carbon skeleton 
10974 | hexose | hydroxyl group | allosteric enzyme | active site 
10974 | hexose | hydroxyl group | allosteric enzyme | allosteric site 
10975 | hexose | carbonyl group | allosteric enzyme | carbon skeleton 
10975 | hexose | carbonyl group | allosteric enzyme | active site 
10975 | hexose | carbonyl group | allosteric enzyme | allosteric site 
10976 | hexose | carbon skeleton | allosteric enzyme | carbon skeleton 
10976 | hexose | carbon skeleton | allosteric enzyme | active site 
10976 | hexose | carbon skeleton | allosteric enzyme | allosteric site 
10984 | atom | atomic nucleus | aldehyde | carbon skeleton 
10984 | atom | atomic nucleus | aldehyde | carbonyl group 
10985 | atom | electron-shell | aldehyde | carbon skeleton 
10985 | atom | electron-shell | aldehyde | carbonyl group 
10988 | carboxylic acid | carbon skeleton | FADH2 | carbon skeleton 
10989 | carboxylic acid | carboxyl group | FADH2 | carbon skeleton 
10990 | nitrogen atom | atomic nucleus | NAD plus | carbon skeleton 
10991 | nitrogen atom | electron-shell | NAD plus | carbon skeleton 
10992 | NAD plus | carbon skeleton | ketone | carbonyl group 
10992 | NAD plus | carbon skeleton | ketone | carbon skeleton 
10995 | pyruvate | carbon skeleton | allosteric enzyme | carbon skeleton 
10995 | pyruvate | carbon skeleton | allosteric enzyme | active site 
10995 | pyruvate | carbon skeleton | allosteric enzyme | allosteric site 
10996 | pyruvate | carboxyl group | allosteric enzyme | carbon skeleton 
10996 | pyruvate | carboxyl group | allosteric enzyme | active site 
10996 | pyruvate | carboxyl group | allosteric enzyme | allosteric site 
10997 | pyruvate | carbonyl group | allosteric enzyme | carbon skeleton 
